date,policy,base_model,base_portfolio_size,active_model,active_portfolio_size,bist100_below_ma200,exposure,holdings,gross_return,transaction_cost,net_return,equity,period
2022-01-31,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,-0.07410896280840151,0.002,-0.07610896280840151,1.9467828427741807,validation
2022-02-28,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,0.14594570890852898,0.002,0.14394570890852898,2.2270138791682714,validation
2022-03-31,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,0.1055909971568949,0.002,0.1035909971568949,2.457712467593557,validation
2022-04-30,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,0.14966685258785453,0.002,0.14766685258785453,2.8206351322490275,validation
2022-05-31,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,-0.035353543708454595,0.002,-0.0373535437084546,2.715274414550961,validation
2022-06-30,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,0.0245593878460512,0.002,0.0225593878460512,2.776529343177276,validation
2022-07-31,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,0.25796382682132385,0.002,0.25596382682132385,3.487220419138628,validation
2022-08-31,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,-0.06171863182499485,0.002,-0.06371863182499485,3.2650195051589295,validation
2022-09-30,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,0.360593432018907,0.002,0.358593432018907,4.435834055122544,validation
2022-10-31,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,0.23906514344399712,0.002,0.23706514344399712,5.487415691693937,validation
2022-11-30,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,0.2197681021192135,0.002,0.2177681021192135,6.682399792413317,validation
2022-12-31,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,-0.026709303009783098,0.002,-0.028709303009783096,6.490552751940411,validation
2023-01-31,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,0.02480289205144907,0.002,0.022802892051449072,6.638556125697145,validation
2023-02-28,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,-0.028430999330421442,0.002,-0.03043099933042144,6.43653822868109,validation
2023-03-31,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,-0.059109078627021194,0.002,-0.061109078627021196,6.043207307978789,validation
2023-04-30,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,-0.0006791682222390868,0.002,-0.002679168222239087,6.027016538998849,validation
2023-05-31,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,0.28393337279523284,0.002,0.28193337279523284,7.726233639731445,validation
2023-06-30,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,0.2530888415985724,0.002,0.2510888415985724,9.666204694251535,validation
2023-07-31,baseline,momentum_heavy,3,momentum_heavy,3,False,1.0,3,0.03010979356616054,0.002,0.028109793566160543,9.937919712775198,validation
